AGENCYID,AGENCYTITLE,CLASSIFICATION,SERVICETYPE,FULLORPARTTIME,ANNUALSALARY
58030,OUS - Oregon State University,Administrator 3-Tier 1 H-COA,Executive/Admin and managerial,Full-Time,"$1,060,008.00 "
58030,OUS - Oregon State University,Administrator 3-PAC12 Md H-COA,Executive/Admin and managerial,Full-Time,"$800,004.00 "
58030,OUS - Oregon State University,Executive 3-Athletics,Executive/Admin and managerial,Full-Time,"$545,508.00 "
58030,OUS - Oregon State University,Coordinator-Tier 1 Asst COA,Other professionals,Full-Time,"$490,008.00 "
58030,OUS - Oregon State University,Executive 1-President,Executive/Admin and managerial,Full-Time,"$485,088.00 "
58030,OUS - Oregon State University,Administrator 3-Rev Oly H-COA,Executive/Admin and managerial,Full-Time,"$323,640.00 "
58030,OUS - Oregon State University,Coordinator-Tier 1 Asst COA,Other professionals,Full-Time,"$320,004.00 "
58030,OUS - Oregon State University,Coordinator-Tier 1 Asst COA,Other professionals,Full-Time,"$315,000.00 "
58030,OUS - Oregon State University,Executive 1-Provost/Exec VP,Executive/Admin and managerial,Full-Time,"$309,000.00 "
58030,OUS - Oregon State University,Administrator 3-PAC12 Md H-COA,Executive/Admin and managerial,Full-Time,"$275,004.00 "
58030,OUS - Oregon State University,Coordinator-Tier 1 Asst COA,Other professionals,Full-Time,"$260,004.00 "
58030,OUS - Oregon State University,Executive 3-Dean,Executive/Admin and managerial,Full-Time,"$255,000.00 "
58030,OUS - Oregon State University,Executive 3-Dean,Executive/Admin and managerial,Full-Time,"$251,172.00 "
58030,OUS - Oregon State University,Executive 2-Univ Rel & Mktg,Executive/Admin and managerial,Full-Time,"$247,224.00 "
58030,OUS - Oregon State University,Executive 3-Dean,Executive/Admin and managerial,Full-Time,"$238,068.00 "
58030,OUS - Oregon State University,Executive 3-Dean,Executive/Admin and managerial,Full-Time,"$237,876.00 "
58030,OUS - Oregon State University,Executive 2-Fin & Admin,Executive/Admin and managerial,Full-Time,"$236,004.00 "
58030,OUS - Oregon State University,Executive 2-CIO,Executive/Admin and managerial,Full-Time,"$235,692.00 "
58030,OUS - Oregon State University,Executive 3-Dean,Executive/Admin and managerial,Full-Time,"$235,020.00 "
58030,OUS - Oregon State University,Executive 3-Dean,Executive/Admin and managerial,Full-Time,"$235,008.00 "
58030,OUS - Oregon State University,Executive 3-Dean,Executive/Admin and managerial,Full-Time,"$231,756.00 "
58030,OUS - Oregon State University,Administrator 1-Tenure Dir,Executive/Admin and managerial,Full-Time,"$227,808.00 "
58030,OUS - Oregon State University,Coordinator-Tier 1 Asst COA,Other professionals,Full-Time,"$225,000.00 "
58030,OUS - Oregon State University,Executive 2-Vice Provost,Executive/Admin and managerial,Full-Time,"$224,316.00 "
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,"$224,184.00 "
58030,OUS - Oregon State University,Executive 2-Vice Provost,Executive/Admin and managerial,Full-Time,"$223,224.00 "
58030,OUS - Oregon State University,Executive 2-Aux Campus,Executive/Admin and managerial,Full-Time,"$221,460.00 "
58030,OUS - Oregon State University,Administrator 1-Tenure Dir,Executive/Admin and managerial,Full-Time,"$216,948.00 "
58030,OUS - Oregon State University,Executive 3-General Counsel,Executive/Admin and managerial,Full-Time,"$216,420.00 "
58030,OUS - Oregon State University,Coordinator-PAC12 Md Asst COA,Other professionals,Full-Time,"$214,260.00 "
58030,OUS - Oregon State University,Executive 3-Dean,Executive/Admin and managerial,Full-Time,"$211,116.00 "
58030,OUS - Oregon State University,Administrator 1-Bud & Fisc Pln,Executive/Admin and managerial,Full-Time,"$211,056.00 "
58030,OUS - Oregon State University,Executive 3-Dean,Executive/Admin and managerial,Full-Time,"$210,804.00 "
58030,OUS - Oregon State University,Administrator 1-Tenure Dir,Executive/Admin and managerial,Full-Time,"$206,016.00 "
58030,OUS - Oregon State University,Administrator 1-Tenure Dir,Executive/Admin and managerial,Full-Time,"$204,912.00 "
58030,OUS - Oregon State University,Administrator 1-School Head,Executive/Admin and managerial,Full-Time,"$203,004.00 "
58030,OUS - Oregon State University,Professor-Endowed Chair,Faculty,Full-Time,"$202,266.00 "
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,"$202,266.00 "
58030,OUS - Oregon State University,Administrator 1-Assoc Dean,Executive/Admin and managerial,Full-Time,"$202,236.00 "
58030,OUS - Oregon State University,Executive 2-Ten Vice Provost,Executive/Admin and managerial,Full-Time,"$202,140.00 "
58030,OUS - Oregon State University,Executive 3-Alumni Relations,Executive/Admin and managerial,Full-Time,"$200,004.00 "
58030,OUS - Oregon State University,Administrator 1-Assoc Dean,Executive/Admin and managerial,Full-Time,"$197,760.00 "
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,"$194,652.00 "
58030,OUS - Oregon State University,Administrator 1-Dept Head,Executive/Admin and managerial,Full-Time,"$194,004.00 "
58030,OUS - Oregon State University,Executive 3-Research,Executive/Admin and managerial,Full-Time,"$193,728.00 "
58030,OUS - Oregon State University,Professor-Endowed Chair,Faculty,Full-Time,"$191,592.00 "
58030,OUS - Oregon State University,Executive 3-Dean,Executive/Admin and managerial,Full-Time,"$190,008.00 "
58030,OUS - Oregon State University,Administrator 1-Assoc Dean,Executive/Admin and managerial,Full-Time,"$188,544.00 "
58030,OUS - Oregon State University,Administrator 1-Assoc Dean,Executive/Admin and managerial,Full-Time,"$186,840.00 "
58030,OUS - Oregon State University,Executive 3-Fin & Admin,Executive/Admin and managerial,Full-Time,"$186,540.00 "
58030,OUS - Oregon State University,Administrator 1-Tenure Dir,Executive/Admin and managerial,Full-Time,"$186,324.00 "
58030,OUS - Oregon State University,Executive 3-Internal Audit,Executive/Admin and managerial,Full-Time,"$185,004.00 "
58030,OUS - Oregon State University,Executive 3-Assoc Provost,Executive/Admin and managerial,Full-Time,"$183,828.00 "
58030,OUS - Oregon State University,Executive 3-Dean,Executive/Admin and managerial,Full-Time,"$183,768.00 "
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,"$182,667.00 "
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,"$182,664.00 "
58030,OUS - Oregon State University,Administrator 1-Tenure Dir,Executive/Admin and managerial,Full-Time,"$182,124.00 "
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,"$180,228.00 "
58030,OUS - Oregon State University,Coordinator-Tier 1 Asst COA,Other professionals,Full-Time,"$180,000.00 "
58030,OUS - Oregon State University,Administrator 1-Tenure Dir,Executive/Admin and managerial,Full-Time,"$179,772.00 "
58030,OUS - Oregon State University,Executive 3-Assoc Provost,Executive/Admin and managerial,Full-Time,"$177,636.00 "
58030,OUS - Oregon State University,Administrator 1-School Head,Executive/Admin and managerial,Full-Time,"$176,820.00 "
58030,OUS - Oregon State University,Executive 3-Univ Librarian,Executive/Admin and managerial,Full-Time,"$176,748.00 "
58030,OUS - Oregon State University,Administrator 1-Assoc Dean,Executive/Admin and managerial,Full-Time,"$175,680.00 "
58030,OUS - Oregon State University,Administrator 3-PAC12 Md H-COA,Executive/Admin and managerial,Full-Time,"$175,008.00 "
58030,OUS - Oregon State University,Coordinator-Tier 1 Asst COA,Other professionals,Full-Time,"$175,008.00 "
58030,OUS - Oregon State University,Coordinator-Tier 1 Asst COA,Other professionals,Full-Time,"$175,008.00 "
58030,OUS - Oregon State University,Administrator 1-Dept Head,Executive/Admin and managerial,Full-Time,"$174,648.00 "
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,"$173,709.00 "
58030,OUS - Oregon State University,Executive 3-HR,Executive/Admin and managerial,Full-Time,"$173,064.00 "
58030,OUS - Oregon State University,Administrator 1-Assoc Dean,Executive/Admin and managerial,Full-Time,"$171,696.00 "
58030,OUS - Oregon State University,Administrator 1-Assoc Dean,Executive/Admin and managerial,Full-Time,"$171,696.00 "
58030,OUS - Oregon State University,Administrator 1-Dept Head,Executive/Admin and managerial,Full-Time,"$170,376.00 "
58030,OUS - Oregon State University,Administrator 1-Bud & Fisc Pln,Executive/Admin and managerial,Full-Time,"$169,956.00 "
58030,OUS - Oregon State University,Administrator 1-Dept Head,Executive/Admin and managerial,Full-Time,"$169,488.00 "
58030,OUS - Oregon State University,Executive 3- Bus Affairs,Executive/Admin and managerial,Full-Time,"$167,820.00 "
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,"$167,607.00 "
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,"$167,328.00 "
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,"$167,076.00 "
58030,OUS - Oregon State University,Professor (Sr Res),Faculty,Full-Time,"$166,968.00 "
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,"$166,851.00 "
58030,OUS - Oregon State University,Administrator 1-Tenure Dir,Executive/Admin and managerial,Full-Time,"$166,596.00 "
58030,OUS - Oregon State University,Administrator 1-Assoc Dean,Executive/Admin and managerial,Full-Time,"$166,512.00 "
58030,OUS - Oregon State University,Administrator 1-Assoc Dean,Executive/Admin and managerial,Full-Time,"$166,512.00 "
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,"$165,564.00 "
58030,OUS - Oregon State University,Administrator 2-Med/Clin Serv,Executive/Admin and managerial,Full-Time,"$165,000.00 "
58030,OUS - Oregon State University,Administrator 1-Com & Corp Dev,Executive/Admin and managerial,Full-Time,"$165,000.00 "
58030,OUS - Oregon State University,Administrator 2-Med/Clin Serv,Executive/Admin and managerial,Full-Time,"$164,892.00 "
58030,OUS - Oregon State University,Executive 3-Bus Servs,Executive/Admin and managerial,Full-Time,"$164,820.00 "
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,"$164,133.00 "
58030,OUS - Oregon State University,Administrator 1-Marine Project,Executive/Admin and managerial,Full-Time,"$164,004.00 "
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,"$163,782.00 "
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,"$163,530.00 "
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,"$163,212.00 "
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,"$163,104.00 "
58030,OUS - Oregon State University,Administrator 1-Assoc Dean,Executive/Admin and managerial,Full-Time,"$162,228.00 "
58030,OUS - Oregon State University,Executive 3-Student Health,Executive/Admin and managerial,Full-Time,"$160,800.00 "
58030,OUS - Oregon State University,Administrator 1-Dept Head,Executive/Admin and managerial,Full-Time,"$160,680.00 "
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,"$160,506.00 "
58030,OUS - Oregon State University,Professor-Endowed Chair,Faculty,Full-Time,"$160,488.00 "
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,"$160,434.00 "
58030,OUS - Oregon State University,Administrator 1-Assoc Dean,Executive/Admin and managerial,Full-Time,"$160,428.00 "
58030,OUS - Oregon State University,Administrator 1-Dept Head,Executive/Admin and managerial,Full-Time,"$160,008.00 "
58030,OUS - Oregon State University,Administrator 1-School Head,Executive/Admin and managerial,Full-Time,"$160,008.00 "
58030,OUS - Oregon State University,Administrator 1-Assoc Dean,Executive/Admin and managerial,Full-Time,"$159,660.00 "
58030,OUS - Oregon State University,Specialist 1-End Chair,Other professionals,Full-Time,"$159,228.00 "
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,"$159,228.00 "
58030,OUS - Oregon State University,Administrator 1-Tenure Dir,Executive/Admin and managerial,Full-Time,"$158,664.00 "
58030,OUS - Oregon State University,Executive 3-Dean,Executive/Admin and managerial,Full-Time,"$158,640.00 "
58030,OUS - Oregon State University,Executive 3-Dean,Executive/Admin and managerial,Full-Time,"$158,208.00 "
58030,OUS - Oregon State University,Administrator 1-Tenure Dir,Executive/Admin and managerial,Full-Time,"$157,824.00 "
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,"$157,644.00 "
58030,OUS - Oregon State University,Administrator 1-Tenure Dir,Executive/Admin and managerial,Full-Time,"$157,548.00 "
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,"$156,564.00 "
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,"$156,456.00 "
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,"$154,836.00 "
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,"$154,656.00 "
58030,OUS - Oregon State University,Administrator 1-Tenure Dir,Executive/Admin and managerial,Full-Time,"$154,632.00 "
58030,OUS - Oregon State University,Administrator 1-Assoc Dean,Executive/Admin and managerial,Full-Time,"$154,500.00 "
58030,OUS - Oregon State University,Executive 3-Campus Architect,Executive/Admin and managerial,Full-Time,"$154,500.00 "
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,"$154,359.00 "
58030,OUS - Oregon State University,Administrator 1-Attending Vet,Executive/Admin and managerial,Full-Time,"$154,253.00 "
58030,OUS - Oregon State University,Administrator 1-Dept Head,Executive/Admin and managerial,Full-Time,"$153,528.00 "
58030,OUS - Oregon State University,Administrator 1-Dept Head,Executive/Admin and managerial,Full-Time,"$153,012.00 "
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,"$152,793.00 "
58030,OUS - Oregon State University,Administrator 1-Vet Teach Hosp,Executive/Admin and managerial,Full-Time,"$152,760.00 "
58030,OUS - Oregon State University,Specialist 1-End Chair,Other professionals,Full-Time,"$152,520.00 "
58030,OUS - Oregon State University,Administrator 1-Assoc Dean,Executive/Admin and managerial,Full-Time,"$152,184.00 "
58030,OUS - Oregon State University,Specialist 1-Tenured Admin,Other professionals,Full-Time,"$152,055.00 "
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,"$151,848.00 "
58030,OUS - Oregon State University,Administrator 1-Dept Head,Executive/Admin and managerial,Full-Time,"$151,800.00 "
58030,OUS - Oregon State University,Administrator 1-Tenure Dir,Executive/Admin and managerial,Full-Time,"$151,479.00 "
58030,OUS - Oregon State University,Department Head,Executive/Admin and managerial,Full-Time,"$151,332.00 "
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,"$150,948.00 "
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,"$150,399.00 "
58030,OUS - Oregon State University,Administrator 1-Dept Head,Executive/Admin and managerial,Full-Time,"$150,096.00 "
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,"$150,024.00 "
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,"$150,003.00 "
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,"$150,000.00 "
58030,OUS - Oregon State University,Administrator 1-Bus Ctrs,Executive/Admin and managerial,Full-Time,"$150,000.00 "
58030,OUS - Oregon State University,Executive 3- Bus Affairs,Executive/Admin and managerial,Full-Time,"$150,000.00 "
58030,OUS - Oregon State University,Executive 3-Bus Servs,Executive/Admin and managerial,Full-Time,"$150,000.00 "
58030,OUS - Oregon State University,Coordinator-Tier 1 Asst COA,Other professionals,Full-Time,"$150,000.00 "
58030,OUS - Oregon State University,Professor-Endowed Chair,Faculty,Full-Time,"$149,985.00 "
58030,OUS - Oregon State University,Administrator 1-Dept Head,Executive/Admin and managerial,Full-Time,"$149,856.00 "
58030,OUS - Oregon State University,Administrator 1-Assoc Dean,Executive/Admin and managerial,Full-Time,"$149,724.00 "
58030,OUS - Oregon State University,Associate Professor (Sr Res),Faculty,Full-Time,"$149,688.00 "
58030,OUS - Oregon State University,Executive 3-Enrollment Mgmnt,Executive/Admin and managerial,Full-Time,"$149,472.00 "
58030,OUS - Oregon State University,Administrator 1-Dept Head,Executive/Admin and managerial,Full-Time,"$149,364.00 "
58030,OUS - Oregon State University,Specialist 1-Ext Relations,Other professionals,Full-Time,"$149,364.00 "
58030,OUS - Oregon State University,Administrator 1-Dept Head,Executive/Admin and managerial,Full-Time,"$149,364.00 "
58030,OUS - Oregon State University,Administrator 1-Assoc Dean,Executive/Admin and managerial,Full-Time,"$148,320.00 "
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,"$147,792.00 "
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,"$147,744.00 "
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,"$147,612.00 "
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,"$147,468.00 "
58030,OUS - Oregon State University,Administrator 1-Assoc Dean,Executive/Admin and managerial,Full-Time,"$147,336.00 "
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,"$147,288.00 "
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,"$147,141.00 "
58030,OUS - Oregon State University,Administrator 1-Dept Head,Executive/Admin and managerial,Full-Time,"$146,568.00 "
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,"$146,394.00 "
58030,OUS - Oregon State University,Administrator 2-Ten Asst Dean,Executive/Admin and managerial,Full-Time,"$146,331.00 "
58030,OUS - Oregon State University,Specialist 1-End Chair,Other professionals,Full-Time,"$146,280.00 "
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,"$146,148.00 "
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,"$146,100.00 "
58030,OUS - Oregon State University,Administrator 1-Dept Head,Executive/Admin and managerial,Full-Time,"$145,752.00 "
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,"$145,728.00 "
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,"$145,692.00 "
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,"$145,404.00 "
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,"$144,837.00 "
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,"$144,783.00 "
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,"$144,756.00 "
58030,OUS - Oregon State University,Administrator 1-Dept Head,Executive/Admin and managerial,Full-Time,"$144,504.00 "
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,"$144,207.00 "
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,"$144,144.00 "
58030,OUS - Oregon State University,Administrator 1-Tenure Dir,Executive/Admin and managerial,Full-Time,"$144,024.00 "
58030,OUS - Oregon State University,Officer-USSE,Other professionals,Full-Time,"$143,232.00 "
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,"$143,154.00 "
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,"$143,076.00 "
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,"$142,896.00 "
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,"$142,884.00 "
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,"$142,857.00 "
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,"$142,146.00 "
58030,OUS - Oregon State University,Administrator 2-Ten Asst Dean,Executive/Admin and managerial,Full-Time,"$142,140.00 "
58030,OUS - Oregon State University,Specialist 1-Ext Relations,Other professionals,Full-Time,"$142,008.00 "
58030,OUS - Oregon State University,Administrator 2-Assoc Dpt Head,Executive/Admin and managerial,Full-Time,"$141,960.00 "
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,"$141,696.00 "
58030,OUS - Oregon State University,Specialist 1-Assoc Gen Counsel,Other professionals,Full-Time,"$141,672.00 "
58030,OUS - Oregon State University,Specialist 1-Assoc Gen Counsel,Other professionals,Full-Time,"$141,672.00 "
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,"$141,672.00 "
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,"$141,540.00 "
58030,OUS - Oregon State University,Administrator 2-Vet Teach Hosp,Executive/Admin and managerial,Full-Time,"$141,408.00 "
58030,OUS - Oregon State University,Administrator 1-Pharmacy,Executive/Admin and managerial,Full-Time,"$140,484.00 "
58030,OUS - Oregon State University,Administrator 1-Govt Relations,Executive/Admin and managerial,Full-Time,"$140,412.00 "
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,"$140,382.00 "
58030,OUS - Oregon State University,Officer-USSE,Other professionals,Full-Time,"$140,100.00 "
58030,OUS - Oregon State University,Administrator 1-Assoc Dean,Executive/Admin and managerial,Full-Time,"$140,004.00 "
58030,OUS - Oregon State University,Executive 3-Housing and Dining,Executive/Admin and managerial,Full-Time,"$140,004.00 "
58030,OUS - Oregon State University,Executive 3-Memorial Union,Executive/Admin and managerial,Full-Time,"$139,512.00 "
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,"$139,347.00 "
58030,OUS - Oregon State University,Specialist 1-End Chair,Other professionals,Full-Time,"$139,068.00 "
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,"$139,050.00 "
58030,OUS - Oregon State University,Director,Executive/Admin and managerial,Full-Time,"$139,044.00 "
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,"$138,504.00 "
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,"$138,456.00 "
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,"$138,456.00 "
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,"$138,276.00 "
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,"$138,042.00 "
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,"$138,024.00 "
58030,OUS - Oregon State University,Officer-USSE,Other professionals,Full-Time,"$137,928.00 "
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,"$137,160.00 "
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,"$137,040.00 "
58030,OUS - Oregon State University,Administrator 1 - IT,Executive/Admin and managerial,Full-Time,"$137,004.00 "
58030,OUS - Oregon State University,Executive 3-Equity & Incl,Executive/Admin and managerial,Full-Time,"$136,692.00 "
58030,OUS - Oregon State University,Specialist 1-Psychiatrist,Other professionals,Full-Time,"$136,494.00 "
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,"$136,392.00 "
58030,OUS - Oregon State University,Executive 3-Dean,Executive/Admin and managerial,Full-Time,"$136,260.00 "
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,"$136,206.00 "
58030,OUS - Oregon State University,Administrator 1-Univ Risk Ofc,Executive/Admin and managerial,Full-Time,"$135,960.00 "
58030,OUS - Oregon State University,Administrator 1-Research,Executive/Admin and managerial,Full-Time,"$135,960.00 "
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,"$135,945.00 "
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,"$135,732.00 "
58030,OUS - Oregon State University,Administrator 1-Tenure Dir,Executive/Admin and managerial,Full-Time,"$135,636.00 "
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,"$135,420.00 "
58030,OUS - Oregon State University,Administrator 2-Bus Ctr,Executive/Admin and managerial,Full-Time,"$135,192.00 "
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,"$135,072.00 "
58030,OUS - Oregon State University,Administrator 1-Tenure Dir,Executive/Admin and managerial,Full-Time,"$135,063.00 "
58030,OUS - Oregon State University,Specialist 2-Ext Relations,Other professionals,Full-Time,"$135,000.00 "
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,"$135,000.00 "
58030,OUS - Oregon State University,Administrator 1-Tenure Dir,Executive/Admin and managerial,Full-Time,"$134,976.00 "
58030,OUS - Oregon State University,Professor (Clinical),Faculty,Full-Time,"$134,904.00 "
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,"$134,832.00 "
58030,OUS - Oregon State University,Administrator 1-Res Ctr/Inst,Executive/Admin and managerial,Full-Time,"$134,532.00 "
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,"$134,484.00 "
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,"$134,436.00 "
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,"$134,136.00 "
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,"$133,965.00 "
58030,OUS - Oregon State University,Administrator 1-Inst Research,Executive/Admin and managerial,Full-Time,"$133,920.00 "
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,"$133,728.00 "
58030,OUS - Oregon State University,Administrator 1-Tenure Dir,Executive/Admin and managerial,Full-Time,"$133,464.00 "
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,"$133,263.00 "
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,"$132,600.00 "
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,"$132,435.00 "
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,"$132,432.00 "
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,"$132,204.00 "
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,"$132,084.00 "
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,"$132,072.00 "
58030,OUS - Oregon State University,Administrator 1-Tenure Dir,Executive/Admin and managerial,Full-Time,"$132,000.00 "
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,"$131,850.00 "
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,"$131,640.00 "
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,"$131,535.00 "
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,"$131,337.00 "
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,"$131,337.00 "
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,"$131,337.00 "
58030,OUS - Oregon State University,Assistant Professor,Faculty,Full-Time,"$131,328.00 "
58030,OUS - Oregon State University,Administrator 1-Tenure Dir,Executive/Admin and managerial,Full-Time,"$131,208.00 "
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,"$131,112.00 "
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,"$130,980.00 "
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,"$130,884.00 "
58030,OUS - Oregon State University,Administrator 1-Tenure Dir,Executive/Admin and managerial,Full-Time,"$130,776.00 "
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,"$130,680.00 "
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,"$130,620.00 "
58030,OUS - Oregon State University,Associate Professor,Faculty,Full-Time,"$130,419.00 "
58030,OUS - Oregon State University,Administrator 1-Public Safety,Executive/Admin and managerial,Full-Time,"$130,008.00 "
58030,OUS - Oregon State University,Administrator 2-ERCC & Emp,Executive/Admin and managerial,Full-Time,"$130,000.00 "
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,"$129,942.00 "
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,"$129,744.00 "
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,"$129,456.00 "
58030,OUS - Oregon State University,Administrator 1-Tenure Dir,Executive/Admin and managerial,Full-Time,"$129,384.00 "
58030,OUS - Oregon State University,Administrator 1-Tenure Dir,Executive/Admin and managerial,Full-Time,"$129,384.00 "
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,"$129,384.00 "
58030,OUS - Oregon State University,Administrator 1-Assoc Dean,Executive/Admin and managerial,Full-Time,"$129,144.00 "
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,"$129,036.00 "
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,"$128,790.00 "
58030,OUS - Oregon State University,Administrator 2-Bus Ctr,Executive/Admin and managerial,Full-Time,"$128,760.00 "
58030,OUS - Oregon State University,Administrator 1 - IT,Executive/Admin and managerial,Full-Time,"$128,760.00 "
58030,OUS - Oregon State University,Administrator 1-Marine Project,Executive/Admin and managerial,Full-Time,"$128,760.00 "
58030,OUS - Oregon State University,Administrator 3-Ext Relations,Executive/Admin and managerial,Full-Time,"$128,760.00 "
58030,OUS - Oregon State University,Specialist 2-Ext Relations,Other professionals,Full-Time,"$128,760.00 "
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,"$128,754.00 "
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,"$128,754.00 "
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,"$128,676.00 "
58030,OUS - Oregon State University,Professor,Faculty,Full-Time,"$128,544.00 "
58030,OUS - Oregon State University,Administrator 3-Ext Relations,Executive/Admin and managerial,Full-Time,"$128,544.00 "
58030,OUS - Oregon State University,Administrator 1-Outrch & Engag,Executive/Admin and managerial,Full-Time,"$128,544.00 "
