AGENCYID,AGENCYTITLE,CLASSIFICATION,SERVICETYPE,FULLORPARTTIME,ANNUALSALARY
58090,OUS - Portland State University,Registered Nurse 1,Classified Staff,Full-Time,"$71,904.00 "
58090,OUS - Portland State University,LIB UP Science Librarian,Other professionals,Full-Time,"$104,184.00 "
58090,OUS - Portland State University,REC UX AsscDir of Operations,Other professionals,Full-Time,"$71,244.00 "
58090,OUS - Portland State University,USP UP Associate Professor,Faculty,Full-Time,"$79,119.00 "
58090,OUS - Portland State University,Office Specialist 2,Classified Staff,Full-Time,"$33,945.00 "
58090,OUS - Portland State University,DRS UT Hourly AFT,Faculty,Part-Time,"$10,732.00 "
58090,OUS - Portland State University,SSW UP Associate Professor,Faculty,Full-Time,"$73,815.00 "
58090,OUS - Portland State University,Office Specialist 2,Classified Staff,Full-Time,"$33,945.00 "
58090,OUS - Portland State University,CHE UT Salary Pool < .50,Faculty,Part-Time,"$2,448.00 "
58090,OUS - Portland State University,EAS UP Special Prgms Coord/Adv,Other professionals,Full-Time,"$54,528.00 "
58090,OUS - Portland State University,FLL UX Department Chair,Executive/Admin and managerial,Full-Time,"$81,228.00 "
58090,OUS - Portland State University,"ADM UX Asst Registrar, Acd Sch",Other professionals,Full-Time,"$47,892.00 "
58090,OUS - Portland State University,PHL UP Instructor,Faculty,Full-Time,"$43,605.00 "
58090,OUS - Portland State University,Office Specialist 2,Classified Staff,Full-Time,"$26,811.00 "
58090,OUS - Portland State University,OIA UX Dir Intl Partnerships,Executive/Admin and managerial,Full-Time,"$59,007.00 "
58090,OUS - Portland State University,MUS UT Salary Pool < .50,Faculty,Part-Time,$555.00 
58090,OUS - Portland State University,DEV UU Research Analyst,Other professionals,Full-Time,"$39,780.00 "
58090,OUS - Portland State University,EDU UP Asc Prof,Faculty,Full-Time,"$67,140.00 "
58090,OUS - Portland State University,EEN UT Salary Pool < .50,Faculty,Part-Time,"$4,284.00 "
58090,OUS - Portland State University,CMP UP Professor,Faculty,Full-Time,"$113,823.00 "
58090,OUS - Portland State University,CMP UT Salary Pool < .50,Faculty,Part-Time,"$4,969.00 "
58090,OUS - Portland State University,DIV UU Exec Asst,Clerical and secretarial,Full-Time,"$41,304.00 "
58090,OUS - Portland State University,ART UT Salary Pool < .50,Faculty,Part-Time,"$4,998.00 "
58090,OUS - Portland State University,CEN UP Asc Prof,Faculty,Full-Time,"$60,656.00 "
58090,OUS - Portland State University,EEN UP Professor,Faculty,Full-Time,"$124,011.00 "
58090,OUS - Portland State University,Administrative Program Assist,Classified Staff,Full-Time,"$35,463.00 "
58090,OUS - Portland State University,EDU UT Salary Pool <.50,Faculty,Part-Time,"$1,666.00 "
58090,OUS - Portland State University,MMR UP Rsch Asst,Faculty,Full-Time,"$48,816.00 "
58090,OUS - Portland State University,Electrician,Classified Staff,Full-Time,"$53,122.00 "
58090,OUS - Portland State University,EAS UP Sr Rsch Administrator,Other professionals,Full-Time,"$53,532.00 "
58090,OUS - Portland State University,CAP UP Psychologist,Other professionals,Full-Time,"$65,124.00 "
58090,OUS - Portland State University,EDU UT CI Cohort Pool,Faculty,Part-Time,"$2,583.00 "
58090,OUS - Portland State University,RRI UX ReclaimingFuturesDirect,Executive/Admin and managerial,Full-Time,"$127,764.00 "
58090,OUS - Portland State University,HST UP Asst Prof,Faculty,Full-Time,"$60,849.00 "
58090,OUS - Portland State University,FAP UX Fac and Constr Saf Off,Skilled crafts,Full-Time,"$63,012.00 "
58090,OUS - Portland State University,GLG UP Asst Professor,Faculty,Full-Time,"$93,879.00 "
58090,OUS - Portland State University,Administrative Program Assist,Classified Staff,Full-Time,"$37,127.00 "
58090,OUS - Portland State University,RES UX Area Coordinator,Other professionals,Full-Time,"$36,108.00 "
58090,OUS - Portland State University,Office Specialist 2,Classified Staff,Full-Time,"$33,945.00 "
58090,OUS - Portland State University,Office Specialist 2,Classified Staff,Full-Time,"$38,916.00 "
58090,OUS - Portland State University,DEV UU Special Events Mgr,Other professionals,Full-Time,"$57,000.00 "
58090,OUS - Portland State University,FAP UU Asst Dir Oper & Maint,Skilled crafts,Full-Time,"$105,000.00 "
58090,OUS - Portland State University,OSA UP SALP Advisor,Other professionals,Full-Time,"$45,144.00 "
58090,OUS - Portland State University,SOC UP Professor,Faculty,Full-Time,"$88,118.00 "
58090,OUS - Portland State University,Office Specialist 2,Classified Staff,Full-Time,"$38,916.00 "
58090,OUS - Portland State University,SBA UT Salary Pool < .50,Faculty,Part-Time,"$3,332.00 "
58090,OUS - Portland State University,ART UT Salary Pool < .50,Faculty,Part-Time,"$1,666.00 "
58090,OUS - Portland State University,PSY UP Asst Prof,Faculty,Full-Time,"$71,874.00 "
58090,OUS - Portland State University,EDU UP Prof,Faculty,Full-Time,"$87,561.00 "
58090,OUS - Portland State University,ESL UP Sr Instructor I,Faculty,Full-Time,"$51,876.00 "
58090,OUS - Portland State University,Office Specialist 2,Classified Staff,Full-Time,"$38,916.00 "
58090,OUS - Portland State University,EDU UP Doctoral Advr/AdminMgr,Other professionals,Full-Time,"$44,832.00 "
58090,OUS - Portland State University,EDU UP Asst Prof,Faculty,Full-Time,"$59,688.00 "
58090,OUS - Portland State University,Administrative Program Assist,Classified Staff,Full-Time,"$40,767.00 "
58090,OUS - Portland State University,MUS UT Salary Pool < .50,Faculty,Part-Time,$556.00 
58090,OUS - Portland State University,Office Specialist 2,Classified Staff,Full-Time,"$32,551.00 "
58090,OUS - Portland State University,JUS UP Professor,Faculty,Full-Time,"$90,810.00 "
58090,OUS - Portland State University,GGR UT Salary Pool < .50,Faculty,Part-Time,"$3,868.00 "
58090,OUS - Portland State University,Parking Services Representativ,Classified Staff,Full-Time,"$27,871.00 "
58090,OUS - Portland State University,ANT UP Professor,Faculty,Full-Time,"$65,907.00 "
58090,OUS - Portland State University,Registered Nurse 1,Classified Staff,Full-Time,"$65,376.00 "
58090,OUS - Portland State University,MEN UP Asc Prof,Faculty,Full-Time,"$90,126.00 "
58090,OUS - Portland State University,UGE UT Salary Pool < .50,Faculty,Part-Time,"$4,998.00 "
58090,OUS - Portland State University,BAO UU Asst Controller,Other professionals,Full-Time,"$100,008.00 "
58090,OUS - Portland State University,LAS UX Fiscal Officer,Other professionals,Full-Time,"$69,036.00 "
58090,OUS - Portland State University,SSW UT Salary Pool < .50,Faculty,Part-Time,"$1,356.00 "
58090,OUS - Portland State University,LIB UP AscProfSpecCollsUnivArc,Faculty,Full-Time,"$68,160.00 "
58090,OUS - Portland State University,SOG UX IntrmDir Plcy Consensus,Executive/Admin and managerial,Full-Time,"$113,964.00 "
58090,OUS - Portland State University,"DOS UX Dir, Srv Stds w Child",Executive/Admin and managerial,Full-Time,"$49,848.00 "
58090,OUS - Portland State University,Oper Systems-Network Analyst,Classified Staff,Full-Time,"$59,244.00 "
58090,OUS - Portland State University,OCD UP Cred&Cert Specialist,Other professionals,Full-Time,"$44,460.00 "
58090,OUS - Portland State University,USP UT Salary Pool < .50,Faculty,Part-Time,"$10,584.00 "
58090,OUS - Portland State University,ADM UX AsstDir Intl Admissions,Other professionals,Full-Time,"$54,924.00 "
58090,OUS - Portland State University,"UPA UX Dean, Urban & Pub Affr",Executive/Admin and managerial,Full-Time,"$200,004.00 "
58090,OUS - Portland State University,Office Specialist 1,Classified Staff,Full-Time,"$24,169.00 "
58090,OUS - Portland State University,Architectural Consultant,Classified Staff,Full-Time,"$68,604.00 "
58090,OUS - Portland State University,XCE UT Salary Pool < .50,Faculty,Part-Time,$330.00 
58090,OUS - Portland State University,JUS UP Assistant Professor,Faculty,Full-Time,"$68,124.00 "
58090,OUS - Portland State University,POL UP Asc Professor,Faculty,Full-Time,"$69,120.00 "
58090,OUS - Portland State University,Info Technology Consultant,Classified Staff,Full-Time,"$56,532.00 "
58090,OUS - Portland State University,SOC UP Asc Prof,Faculty,Full-Time,"$67,878.00 "
58090,OUS - Portland State University,SRL UP Rsch Asc/Prjct Mgr,Faculty,Full-Time,"$51,245.00 "
58090,OUS - Portland State University,Info Technology Consultant,Classified Staff,Full-Time,"$56,029.00 "
58090,OUS - Portland State University,EDU UP Instructor C&I,Faculty,Part-Time,"$25,301.00 "
58090,OUS - Portland State University,Skilled Craft/Non-Teaching,Classified Staff,Full-Time,"$41,599.00 "
58090,OUS - Portland State University,ART UT Salary Pool < .50,Faculty,Part-Time,"$1,666.00 "
58090,OUS - Portland State University,CEN UP Asst Prof,Faculty,Full-Time,"$85,050.00 "
58090,OUS - Portland State University,Info Technology Consultant,Classified Staff,Full-Time,"$48,720.00 "
58090,OUS - Portland State University,SBA UT Salary Pool < .50,Faculty,Part-Time,"$3,332.00 "
58090,OUS - Portland State University,BIO UP Associate Professor,Faculty,Full-Time,"$66,006.00 "
58090,OUS - Portland State University,SBA UP Asc Prof,Faculty,Full-Time,"$129,627.00 "
58090,OUS - Portland State University,INR UP Rsch Asc,Faculty,Full-Time,"$56,688.00 "
58090,OUS - Portland State University,Oper Systems-Network Analyst,Classified Staff,Full-Time,"$82,200.00 "
58090,OUS - Portland State University,Office Specialist 1,Classified Staff,Full-Time,"$14,987.00 "
58090,OUS - Portland State University,FLL UP Senior Instructor I,Faculty,Full-Time,"$44,046.00 "
58090,OUS - Portland State University,SBA UT Salary Pool < .50,Faculty,Part-Time,"$2,500.00 "
58090,OUS - Portland State University,Office Specialist 1,Classified Staff,Full-Time,"$26,811.00 "
58090,OUS - Portland State University,CMP UP Professor,Faculty,Full-Time,"$120,582.00 "
58090,OUS - Portland State University,LIN UP Instructor,Faculty,Full-Time,"$40,005.00 "
58090,OUS - Portland State University,LIN UP Instructor,Faculty,Full-Time,"$40,005.00 "
58090,OUS - Portland State University,ESM UP Instructor,Faculty,Full-Time,"$40,995.00 "
58090,OUS - Portland State University,ESL UT Salary Pool < .50,Faculty,Part-Time,"$6,664.00 "
58090,OUS - Portland State University,XCE UT Salary Pool < .50,Faculty,Part-Time,"$2,499.00 "
58090,OUS - Portland State University,ANT UT Salary Pool < .50,Faculty,Part-Time,"$3,932.00 "
58090,OUS - Portland State University,POL UP Dir of CWPP,Other professionals,Full-Time,"$77,316.00 "
58090,OUS - Portland State University,SBA UT Salary Pool < .50,Faculty,Part-Time,"$3,332.00 "
58090,OUS - Portland State University,EDU UX Dean School Of Eduction,Executive/Admin and managerial,Full-Time,"$172,920.00 "
58090,OUS - Portland State University,CHE UP Asst Prof,Faculty,Full-Time,"$76,275.00 "
58090,OUS - Portland State University,FLL UP Sr Instructor II,Faculty,Full-Time,"$44,046.00 "
58090,OUS - Portland State University,EDU UP Asc Prof,Faculty,Full-Time,"$65,637.00 "
58090,OUS - Portland State University,OSA UX Director Learning Ctr,Other professionals,Full-Time,"$65,028.00 "
58090,OUS - Portland State University,CNF UT Salary Pool <.5,Faculty,Part-Time,"$8,330.00 "
58090,OUS - Portland State University,Administrative Program Spec,Classified Staff,Full-Time,"$37,127.00 "
58090,OUS - Portland State University,FLL UP Associate Professor,Faculty,Full-Time,"$65,637.00 "
58090,OUS - Portland State University,ECN UT Salary Pool < .50,Faculty,Part-Time,"$4,729.00 "
58090,OUS - Portland State University,ART UT Salary Pool < .50,Faculty,Part-Time,"$1,666.00 "
58090,OUS - Portland State University,PSY UP Professor,Faculty,Full-Time,"$87,120.00 "
58090,OUS - Portland State University,CHE UP Prof,Faculty,Full-Time,"$122,013.00 "
58090,OUS - Portland State University,LIN UP Coord Dig Literacy Proj,Other professionals,Full-Time,"$48,900.00 "
58090,OUS - Portland State University,ART UT Salary Pool < .50,Faculty,Part-Time,"$9,996.00 "
58090,OUS - Portland State University,PSY UT Salary Pool < .50,Faculty,Part-Time,"$3,332.00 "
58090,OUS - Portland State University,FAP UU Construction Manager,Skilled crafts,Full-Time,"$75,324.00 "
58090,OUS - Portland State University,LAS UP Coord HealthSciAdvising,Other professionals,Full-Time,"$53,316.00 "
58090,OUS - Portland State University,LAS UX Dir Challenge/Link Prog,Other professionals,Full-Time,"$65,556.00 "
58090,OUS - Portland State University,RRI UP Sr Research Assistant I,Faculty,Full-Time,"$49,656.00 "
58090,OUS - Portland State University,BIO UP Asc Professor,Faculty,Full-Time,"$67,797.00 "
58090,OUS - Portland State University,Office Specialist 2,Classified Staff,Full-Time,"$27,871.00 "
58090,OUS - Portland State University,ATH UU Head Mens Tennis Coach,Other professionals,Full-Time,"$32,652.00 "
58090,OUS - Portland State University,LAS UX Admin Asst/Office Mgr,Other professionals,Full-Time,"$53,400.00 "
58090,OUS - Portland State University,Painter,Classified Staff,Full-Time,"$44,724.00 "
58090,OUS - Portland State University,DRS UT Hourly AFT,Faculty,Part-Time,"$18,354.00 "
58090,OUS - Portland State University,Analyst Programmer,Classified Staff,Full-Time,"$60,000.00 "
58090,OUS - Portland State University,CEN UP Rsch Asst Prof,Faculty,Full-Time,"$40,026.00 "
58090,OUS - Portland State University,SSW UP Assoc Prof,Faculty,Full-Time,"$72,972.00 "
58090,OUS - Portland State University,MTH UP Asst Prof,Faculty,Full-Time,"$66,564.00 "
58090,OUS - Portland State University,OIT UU Infor Solutions Manager,Other professionals,Full-Time,"$90,000.00 "
58090,OUS - Portland State University,UPA UP Mngr UPA Computer Labs,Other professionals,Full-Time,"$45,108.00 "
58090,OUS - Portland State University,PHL UT Salary Pool < .50,Faculty,Part-Time,"$7,560.00 "
58090,OUS - Portland State University,ESR UP Asc prof,Faculty,Full-Time,"$41,342.00 "
58090,OUS - Portland State University,EDU UP Field Placement Coord,Other professionals,Full-Time,"$52,896.00 "
58090,OUS - Portland State University,GOV UU Dir State Gov Relations,Executive/Admin and managerial,Full-Time,"$99,912.00 "
58090,OUS - Portland State University,UGE UT Salary Pool < .50,Faculty,Part-Time,"$14,994.00 "
58090,OUS - Portland State University,Skilled Craft/Non-Teaching,Classified Staff,Full-Time,"$41,599.00 "
58090,OUS - Portland State University,Office Specialist 2,Classified Staff,Full-Time,"$35,463.00 "
58090,OUS - Portland State University,TAD UT Salary Pool < .50,Faculty,Part-Time,"$9,996.00 "
58090,OUS - Portland State University,POL UT Salary Pool < .50,Faculty,Part-Time,"$3,380.00 "
58090,OUS - Portland State University,SCH UP instructor,Faculty,Full-Time,"$40,005.00 "
58090,OUS - Portland State University,Custodian,Classified Staff,Full-Time,"$24,169.00 "
58090,OUS - Portland State University,CMP UP Asc Prof,Faculty,Full-Time,"$104,868.00 "
58090,OUS - Portland State University,ESM UP Prof,Faculty,Full-Time,"$95,409.00 "
58090,OUS - Portland State University,UGE UT Salary Pool < .50,Faculty,Part-Time,"$9,996.00 "
58090,OUS - Portland State University,ATH UU Head M&W Tennis Coach,Other professionals,Full-Time,"$37,260.00 "
58090,OUS - Portland State University,PSY UT Salary Pool < .50,Faculty,Part-Time,"$9,996.00 "
58090,OUS - Portland State University,GGR UT Salary Pool < .50,Faculty,Part-Time,"$3,332.00 "
58090,OUS - Portland State University,ESL UT Salary Pool < .50,Faculty,Part-Time,"$3,332.00 "
58090,OUS - Portland State University,MTH UP Asst Prof,Faculty,Full-Time,"$55,629.00 "
58090,OUS - Portland State University,CMP UP Professor,Faculty,Full-Time,"$136,431.00 "
58090,OUS - Portland State University,SBA UP Sr Instructor I,Faculty,Full-Time,"$62,667.00 "
58090,OUS - Portland State University,FLL UP Professor,Faculty,Full-Time,"$85,131.00 "
58090,OUS - Portland State University,ESL UP Senior Instructor II,Faculty,Full-Time,"$49,950.00 "
58090,OUS - Portland State University,SBA UX Asc Dean,Executive/Admin and managerial,Full-Time,"$144,540.00 "
58090,OUS - Portland State University,OSA UX Asst Dean of Students,Other professionals,Full-Time,"$73,008.00 "
58090,OUS - Portland State University,EDU UP Asst Prof,Faculty,Full-Time,"$57,771.00 "
58090,OUS - Portland State University,JUS UT Salary Pool < .50,Faculty,Part-Time,"$4,856.00 "
58090,OUS - Portland State University,XCE UT Salary Pool < .50,Faculty,Part-Time,"$2,499.00 "
58090,OUS - Portland State University,LIN UX Department Chair,Executive/Admin and managerial,Full-Time,"$117,948.00 "
58090,OUS - Portland State University,ESL UP Senior Instructor II,Faculty,Full-Time,"$47,790.00 "
58090,OUS - Portland State University,PHL UP Asst Professor (UGE),Faculty,Full-Time,"$60,030.00 "
58090,OUS - Portland State University,Executive Support Specialist 1,Classified Staff,Full-Time,"$32,551.00 "
58090,OUS - Portland State University,MEN UP Asst Prof,Faculty,Full-Time,"$66,636.00 "
58090,OUS - Portland State University,EDU UP Asst Prof,Faculty,Full-Time,"$74,106.00 "
58090,OUS - Portland State University,MUS UT Salary Pool < .50,Faculty,Part-Time,"$3,055.00 "
58090,OUS - Portland State University,"IMS UX Dir, Inst Ptld Metro S",Executive/Admin and managerial,Full-Time,"$117,000.00 "
58090,OUS - Portland State University,SSW UT Salary Pool < .50,Faculty,Part-Time,"$2,712.00 "
58090,OUS - Portland State University,FAP UU Bldg AutoSys Supervisor,Skilled crafts,Full-Time,"$73,188.00 "
58090,OUS - Portland State University,BIO UP Prof,Faculty,Full-Time,"$86,742.00 "
58090,OUS - Portland State University,EDU UT Salary Pool < .50,Faculty,Part-Time,"$30,888.00 "
58090,OUS - Portland State University,LIN UP Instructor,Faculty,Full-Time,"$40,005.00 "
58090,OUS - Portland State University,OCD UP Prog Coord AftrschlKids,Other professionals,Full-Time,"$60,540.00 "
58090,OUS - Portland State University,UPL UU Bus Mgr & Fin Analyst,Other professionals,Full-Time,"$53,076.00 "
58090,OUS - Portland State University,FLL UP Professor,Faculty,Full-Time,"$82,962.00 "
58090,OUS - Portland State University,SPD UT Salary Pool < .50,Faculty,Part-Time,"$3,684.00 "
58090,OUS - Portland State University,ENG UT Salary Pool < .50,Faculty,Part-Time,"$3,332.00 "
58090,OUS - Portland State University,Electrician,Classified Staff,Full-Time,"$61,567.00 "
58090,OUS - Portland State University,Skilled Craft/Non-Teaching,Classified Staff,Full-Time,"$41,599.00 "
58090,OUS - Portland State University,ARC UT Salary Pool < .50,Faculty,Part-Time,"$5,814.00 "
58090,OUS - Portland State University,ESL UT Salary Pool < .50,Faculty,Part-Time,"$8,330.00 "
58090,OUS - Portland State University,HRC UU Payroll Accountant,Other professionals,Full-Time,"$38,772.00 "
58090,OUS - Portland State University,CNF UX Program Director,Executive/Admin and managerial,Full-Time,"$87,624.00 "
58090,OUS - Portland State University,PAD UP Associate Professor,Faculty,Full-Time,"$72,450.00 "
58090,OUS - Portland State University,UGE UT Salary Pool < .50,Faculty,Part-Time,"$4,998.00 "
58090,OUS - Portland State University,FLL UT Salary Pool < .50,Faculty,Part-Time,"$4,432.00 "
58090,OUS - Portland State University,Campus Dispatcher,Classified Staff,Full-Time,"$33,945.00 "
58090,OUS - Portland State University,RSP UX AsstDir Dept Rsch Admin,Other professionals,Full-Time,"$93,132.00 "
58090,OUS - Portland State University,ANT UP Rsch Asst,Faculty,Full-Time,"$34,171.00 "
58090,OUS - Portland State University,MTH UP Prof,Faculty,Full-Time,"$93,339.00 "
58090,OUS - Portland State University,FLL UP Senior Instructor,Faculty,Full-Time,"$40,005.00 "
58090,OUS - Portland State University,ECN UX Department Chair,Executive/Admin and managerial,Full-Time,"$133,080.00 "
58090,OUS - Portland State University,SOG UP OR Solutions ProgramMgr,Other professionals,Full-Time,"$48,672.00 "
58090,OUS - Portland State University,PRC UP Rsch Asc,Faculty,Full-Time,"$65,100.00 "
58090,OUS - Portland State University,Office Specialist 2,Classified Staff,Full-Time,"$32,551.00 "
58090,OUS - Portland State University,SCH UP Instructor,Faculty,Full-Time,"$43,308.00 "
58090,OUS - Portland State University,ARC UP Rsch Asc,Faculty,Full-Time,"$53,472.00 "
58090,OUS - Portland State University,SPD UT Salary Pool < .50,Faculty,Part-Time,"$3,532.00 "
58090,OUS - Portland State University,Office Specialist 2,Classified Staff,Full-Time,"$31,158.00 "
58090,OUS - Portland State University,RRI UP Research Associate,Faculty,Full-Time,"$71,760.00 "
58090,OUS - Portland State University,PSY UP Professor,Faculty,Full-Time,"$104,967.00 "
58090,OUS - Portland State University,ENG UP Asst Professor,Faculty,Full-Time,"$59,958.00 "
58090,OUS - Portland State University,IRS UU Coord Client Sys Admin,Technical and paraprofessional,Full-Time,"$67,740.00 "
58090,OUS - Portland State University,Administrative Program Assist,Classified Staff,Full-Time,"$38,916.00 "
58090,OUS - Portland State University,MTH UP Instructor,Faculty,Full-Time,"$40,005.00 "
58090,OUS - Portland State University,IRS UU Tech Classroom&Lab Mgr,Technical and paraprofessional,Full-Time,"$63,084.00 "
58090,OUS - Portland State University,BIO UP Sr Rsch Asc I,Faculty,Full-Time,"$56,262.00 "
58090,OUS - Portland State University,HST UP Asst Professor,Faculty,Full-Time,"$59,940.00 "
58090,OUS - Portland State University,Grounds Maintenance Worker 2,Classified Staff,Full-Time,"$40,767.00 "
58090,OUS - Portland State University,USP UP Asc Prof,Faculty,Full-Time,"$62,010.00 "
58090,OUS - Portland State University,BIO UP Professor,Faculty,Full-Time,"$69,732.00 "
58090,OUS - Portland State University,TAD UP Assistant Professor,Faculty,Full-Time,"$54,918.00 "
58090,OUS - Portland State University,BST UP Asc Prof,Faculty,Full-Time,"$55,640.00 "
58090,OUS - Portland State University,SSW UP Asst Prof,Faculty,Full-Time,"$72,198.00 "
58090,OUS - Portland State University,Skilled Craft/Non-Teaching,Classified Staff,Full-Time,"$41,599.00 "
58090,OUS - Portland State University,SBA UX Chief Acctng & Bud Ofcr,Other professionals,Full-Time,"$98,172.00 "
58090,OUS - Portland State University,"LAS UX Dean,Liberal Arts & Sc",Executive/Admin and managerial,Full-Time,"$198,204.00 "
58090,OUS - Portland State University,Office Specialist 1,Classified Staff,Full-Time,"$24,169.00 "
58090,OUS - Portland State University,Office Specialist 2,Classified Staff,Full-Time,"$35,463.00 "
58090,OUS - Portland State University,UGE UP Dir First Yr Experience,Other professionals,Full-Time,"$33,744.00 "
58090,OUS - Portland State University,Office Specialist 2,Classified Staff,Full-Time,"$31,158.00 "
58090,OUS - Portland State University,SBA UX Dir Undergrad Prgms,Other professionals,Full-Time,"$65,016.00 "
58090,OUS - Portland State University,RSP UU Dir Sponsored Projects,Executive/Admin and managerial,Full-Time,"$106,872.00 "
58090,OUS - Portland State University,"CUS UX Dir,Ctr For Urb Studie",Executive/Admin and managerial,Full-Time,"$120,960.00 "
58090,OUS - Portland State University,SOC UP Assistant Professor,Faculty,Full-Time,"$66,375.00 "
58090,OUS - Portland State University,SBA UP Acad&CrAdv/StdntEmpMgr,Other professionals,Full-Time,"$54,860.00 "
58090,OUS - Portland State University,SBA UX Academic Dir MSFA Prgm,Other professionals,Full-Time,"$79,236.00 "
58090,OUS - Portland State University,ART UT Salary Pool < .50,Faculty,Part-Time,"$9,996.00 "
58090,OUS - Portland State University,EDU UT Salary Pool <.50,Faculty,Part-Time,$833.00 
58090,OUS - Portland State University,PSY UT Salary Pool < .50,Faculty,Part-Time,"$3,332.00 "
58090,OUS - Portland State University,CWP UP Sr Research Assistant I,Faculty,Full-Time,"$32,702.00 "
58090,OUS - Portland State University,PAD UX Dir of CtrPublicService,Executive/Admin and managerial,Full-Time,"$91,320.00 "
58090,OUS - Portland State University,Analyst Programmer,Classified Staff,Full-Time,"$70,692.00 "
58090,OUS - Portland State University,PHE UT Salary Pool < .50,Faculty,Part-Time,"$1,666.00 "
58090,OUS - Portland State University,RSP UP Innovation Associate,Other professionals,Full-Time,"$78,000.00 "
58090,OUS - Portland State University,CHE UP Rsch Asc Prof,Faculty,Full-Time,"$143,760.00 "
58090,OUS - Portland State University,POF UU Exec Asst to President,Clerical and secretarial,Full-Time,"$60,876.00 "
58090,OUS - Portland State University,ARC UP Associate Professor,Faculty,Full-Time,"$66,654.00 "
58090,OUS - Portland State University,Campus Sec/Public Sfty Officer,Classified Staff,Full-Time,"$42,708.00 "
58090,OUS - Portland State University,BST UT Salary Pool < .50,Faculty,Part-Time,"$3,332.00 "
58090,OUS - Portland State University,Office Specialist 1,Classified Staff,Part-Time,"$9,766.00 "
58090,OUS - Portland State University,LIN UP Instructor,Faculty,Full-Time,"$40,005.00 "
58090,OUS - Portland State University,BUD UU Director Budget Ops,Executive/Admin and managerial,Full-Time,"$100,008.00 "
58090,OUS - Portland State University,ENG UP Asc Professor,Faculty,Full-Time,"$67,140.00 "
58090,OUS - Portland State University,SPA UX Grants&Agree Officer,Other professionals,Full-Time,"$76,008.00 "
58090,OUS - Portland State University,ECN UP Asst Prof,Faculty,Full-Time,"$67,630.00 "
58090,OUS - Portland State University,Campus Sec/Public Sfty Officer,Classified Staff,Full-Time,"$35,463.00 "
58090,OUS - Portland State University,BAO UU AstMgrStud Financial Sv,Other professionals,Full-Time,"$39,780.00 "
58090,OUS - Portland State University,SSW UP Assoc Prof,Faculty,Full-Time,"$79,011.00 "
58090,OUS - Portland State University,Campus Sec/Public Sfty Officer,Classified Staff,Full-Time,"$42,702.00 "
58090,OUS - Portland State University,HST UP Professor,Faculty,Full-Time,"$59,940.00 "
58090,OUS - Portland State University,MTH UT Salary Pool < .50,Faculty,Part-Time,"$6,664.00 "
58090,OUS - Portland State University,PHE UT Salary Pool < .50,Faculty,Part-Time,"$3,360.00 "
58090,OUS - Portland State University,EEN UP Professor,Faculty,Full-Time,"$156,744.00 "
58090,OUS - Portland State University,LAS UX Asst Dean FinanceAdmin,Executive/Admin and managerial,Full-Time,"$105,420.00 "
58090,OUS - Portland State University,ESL UT Salary Pool < .50,Faculty,Part-Time,"$4,998.00 "
58090,OUS - Portland State University,ESM UP Rsch Asst,Faculty,Full-Time,"$49,008.00 "
58090,OUS - Portland State University,MUS UT Salary Pool < .50,Faculty,Part-Time,"$2,221.00 "
58090,OUS - Portland State University,CNF UP Instructor,Faculty,Full-Time,"$54,918.00 "
58090,OUS - Portland State University,PSY UT Salary Pool < .50,Faculty,Part-Time,"$3,332.00 "
58090,OUS - Portland State University,Training Specialist,Classified Staff,Full-Time,"$68,597.00 "
58090,OUS - Portland State University,DIV UU Investigator,Other professionals,Full-Time,"$74,244.00 "
58090,OUS - Portland State University,DEV UU Exec Assist to AVP,Clerical and secretarial,Full-Time,"$53,016.00 "
58090,OUS - Portland State University,HRC UU Employment Assistant,Other professionals,Full-Time,"$32,652.00 "
58090,OUS - Portland State University,GGR UP Asst Prof,Faculty,Full-Time,"$57,735.00 "
58090,OUS - Portland State University,MTH UP Prof,Faculty,Full-Time,"$101,205.00 "
58090,OUS - Portland State University,MUS UT Salary Pool < .50,Faculty,Part-Time,"$3,888.00 "
58090,OUS - Portland State University,Custodian,Classified Staff,Full-Time,"$29,972.00 "
58090,OUS - Portland State University,VGD UP Advertising Adviser,Other professionals,Full-Time,"$24,336.00 "
58090,OUS - Portland State University,Trades/Maintenance Coordinator,Classified Staff,Full-Time,"$44,178.00 "
58090,OUS - Portland State University,Cashier 2,Classified Staff,Full-Time,"$26,811.00 "
58090,OUS - Portland State University,PHY UP Prof,Faculty,Full-Time,"$96,399.00 "
58090,OUS - Portland State University,MUS UT Salary Pool < .50,Faculty,Part-Time,"$5,276.00 "
58090,OUS - Portland State University,Accountant 2,Classified Staff,Full-Time,"$42,702.00 "
58090,OUS - Portland State University,PHE UT Salary Pool < .50,Faculty,Part-Time,"$1,666.00 "
58090,OUS - Portland State University,Electrician,Classified Staff,Full-Time,"$55,909.00 "
58090,OUS - Portland State University,COM UP Professor,Faculty,Full-Time,"$80,748.00 "
58090,OUS - Portland State University,Skilled Craft/Non-Teaching,Classified Staff,Full-Time,"$41,599.00 "
58090,OUS - Portland State University,OSA UX Asc Director SALP,Executive/Admin and managerial,Full-Time,"$53,016.00 "
58090,OUS - Portland State University,LAS UP Health Sciences Advisor,Other professionals,Full-Time,"$36,115.00 "
58090,OUS - Portland State University,LIN UP Instructor,Faculty,Full-Time,"$40,005.00 "
58090,OUS - Portland State University,Executive Support Specialist 1,Classified Staff,Full-Time,"$40,764.00 "
