AGENCYID,AGENCYTITLE,CLASSIFICATION,SERVICETYPE,FULLORPARTTIME,ANNUALSALARY
58090,OUS - Portland State University,USP UP Research Associate,Faculty,Full-Time,"$57,324.00 "
58090,OUS - Portland State University,CMP UP Asc Prof,Faculty,Full-Time,"$100,755.00 "
58090,OUS - Portland State University,Info Technology Consultant,Classified Staff,Full-Time,"$46,655.00 "
58090,OUS - Portland State University,ESL UT Salary Pool < .50,Faculty,Part-Time,"$9,693.00 "
58090,OUS - Portland State University,Oper Systems-Network Analyst,Classified Staff,Full-Time,"$77,880.00 "
58090,OUS - Portland State University,Environ Health Safety Pro 2,Classified Staff,Full-Time,"$54,017.00 "
58090,OUS - Portland State University,Custodian,Classified Staff,Full-Time,"$32,551.00 "
58090,OUS - Portland State University,Office Specialist 2,Classified Staff,Full-Time,"$38,916.00 "
58090,OUS - Portland State University,ECN UP Assistant Professor,Faculty,Full-Time,"$87,138.00 "
58090,OUS - Portland State University,BST UP Instructor,Faculty,Full-Time,"$26,803.00 "
58090,OUS - Portland State University,USP UX Finance&Oper Ast to Dir,Other professionals,Full-Time,"$52,548.00 "
58090,OUS - Portland State University,WSC UT Salary Pool < .50,Faculty,Part-Time,"$10,668.00 "
58090,OUS - Portland State University,Mid-level Medical Practitioner,Classified Staff,Full-Time,"$91,185.00 "
58090,OUS - Portland State University,REL UU VP For Univ Advancement,Executive/Admin and managerial,Full-Time,"$245,100.00 "
58090,OUS - Portland State University,Office Specialist 2,Classified Staff,Full-Time,"$38,916.00 "
58090,OUS - Portland State University,Info Technology Consultant,Classified Staff,Full-Time,"$54,583.00 "
58090,OUS - Portland State University,UGE UP Instructor,Faculty,Full-Time,"$40,608.00 "
58090,OUS - Portland State University,HON UP Professor,Faculty,Full-Time,"$89,928.00 "
58090,OUS - Portland State University,PAD UP Asst Professor PR,Faculty,Full-Time,"$61,029.00 "
58090,OUS - Portland State University,EEP UX ExecDir of DMSS,Executive/Admin and managerial,Full-Time,"$80,148.00 "
58090,OUS - Portland State University,LIB UP ElectContRes Librarian,Other professionals,Full-Time,"$102,540.00 "
58090,OUS - Portland State University,Developmental Engineer,Classified Staff,Full-Time,"$65,376.00 "
58090,OUS - Portland State University,FAO UP Sr Financial Aid Coord,Other professionals,Full-Time,"$58,164.00 "
58090,OUS - Portland State University,RRI UP Sr Research Assistant,Faculty,Full-Time,"$27,606.00 "
58090,OUS - Portland State University,OIA UP Intl Student Life Prgmr,Other professionals,Full-Time,"$44,496.00 "
58090,OUS - Portland State University,ENG UP Asc Professor,Faculty,Full-Time,"$39,227.00 "
58090,OUS - Portland State University,OAA UX Provost & VP OAA,Executive/Admin and managerial,Full-Time,"$283,128.00 "
58090,OUS - Portland State University,Accounting Technician,Classified Staff,Full-Time,"$38,916.00 "
58090,OUS - Portland State University,TAD UP Professor,Faculty,Full-Time,"$82,413.00 "
58090,OUS - Portland State University,CAP UP Alchl&DrgClinclPgrmSpec,Other professionals,Full-Time,"$37,254.00 "
58090,OUS - Portland State University,Info Technology Consultant,Classified Staff,Full-Time,"$56,775.00 "
58090,OUS - Portland State University,Office Specialist 2,Classified Staff,Full-Time,"$26,811.00 "
58090,OUS - Portland State University,CUS UP Research Administrator,Other professionals,Full-Time,"$50,949.00 "
58090,OUS - Portland State University,FAO UP Financial Aid Counselor,Other professionals,Full-Time,"$40,368.00 "
58090,OUS - Portland State University,CDC UX Dir Child Dvlpment Ct,Executive/Admin and managerial,Full-Time,"$67,003.00 "
58090,OUS - Portland State University,SSW UP Professor,Faculty,Full-Time,"$97,371.00 "
58090,OUS - Portland State University,Office Specialist 2,Classified Staff,Full-Time,"$35,463.00 "
58090,OUS - Portland State University,Research Analyst 3,Classified Staff,Full-Time,"$59,472.00 "
58090,OUS - Portland State University,OSA UX Dir Assessment & Rsch,Executive/Admin and managerial,Full-Time,"$73,992.00 "
58090,OUS - Portland State University,EDU UX Dept Chair EPFA,Executive/Admin and managerial,Full-Time,"$83,133.00 "
58090,OUS - Portland State University,Early Childhood Assistant,Classified Staff,Full-Time,"$28,745.00 "
58090,OUS - Portland State University,LIN UP Instructor NR,Faculty,Full-Time,"$26,671.00 "
58090,OUS - Portland State University,Early Childhood Asso Teacher,Classified Staff,Full-Time,"$28,745.00 "
58090,OUS - Portland State University,SBA UT Salary Pool < .50,Faculty,Part-Time,"$3,332.00 "
58090,OUS - Portland State University,SHS UP Consulting Physician,Other professionals,Full-Time,"$146,640.00 "
58090,OUS - Portland State University,SBA UP Professor,Faculty,Full-Time,"$120,042.00 "
58090,OUS - Portland State University,UTC UP OTREC CommPrgAdmin,Other professionals,Full-Time,"$53,328.00 "
58090,OUS - Portland State University,MUS UP Asc Prof,Faculty,Full-Time,"$53,166.00 "
58090,OUS - Portland State University,OIA UP Senior Instructor I,Faculty,Full-Time,"$61,068.00 "
58090,OUS - Portland State University,HRC UU HR Sr Sys & Bis Analyst,Other professionals,Full-Time,"$49,440.00 "
58090,OUS - Portland State University,MEN UT Salary Pool < .50,Faculty,Part-Time,"$4,790.00 "
58090,OUS - Portland State University,DEV UU Systems Manager,Technical and paraprofessional,Full-Time,"$50,004.00 "
58090,OUS - Portland State University,MUS UT Salary Pool < .50,Faculty,Part-Time,"$2,776.00 "
58090,OUS - Portland State University,EDU UT CI Cohort Pool,Faculty,Part-Time,"$1,666.00 "
58090,OUS - Portland State University,SOG UX Director of CJPRI,Executive/Admin and managerial,Full-Time,"$82,332.00 "
58090,OUS - Portland State University,OIT UU Dir Comp Infra Serv,Executive/Admin and managerial,Full-Time,"$123,492.00 "
58090,OUS - Portland State University,HST UP Associate Professor,Faculty,Full-Time,"$72,216.00 "
58090,OUS - Portland State University,Accountant 1,Classified Staff,Full-Time,"$40,767.00 "
58090,OUS - Portland State University,Analyst Programmer,Classified Staff,Full-Time,"$68,052.00 "
58090,OUS - Portland State University,SPH UP Asst Clinical Prof,Faculty,Full-Time,"$57,069.00 "
58090,OUS - Portland State University,CEN UP Program Administrator,Other professionals,Full-Time,"$40,008.00 "
58090,OUS - Portland State University,ART UP Asst Prof,Faculty,Full-Time,"$54,918.00 "
58090,OUS - Portland State University,Office Specialist 2,Classified Staff,Full-Time,"$29,972.00 "
58090,OUS - Portland State University,NPC UP Project Mgr,Other professionals,Full-Time,"$55,548.00 "
58090,OUS - Portland State University,ENG UT Salary Pool < .50,Faculty,Part-Time,"$6,664.00 "
58090,OUS - Portland State University,"HST UP Editorial Assoc,Ofc Mgr",Other professionals,Full-Time,"$33,795.00 "
58090,OUS - Portland State University,ENG UT Salary Pool < .50,Faculty,Part-Time,"$3,684.00 "
58090,OUS - Portland State University,INT UX Director ISSS,Executive/Admin and managerial,Full-Time,"$71,784.00 "
58090,OUS - Portland State University,Office Specialist 2,Classified Staff,Full-Time,"$35,463.00 "
58090,OUS - Portland State University,CSS UU Sergeant-Patrol Div,Service/Maintenance,Full-Time,"$58,572.00 "
58090,OUS - Portland State University,FPA UX AsstDean Administration,Other professionals,Full-Time,"$52,452.00 "
58090,OUS - Portland State University,MEN UP Asc Prof,Faculty,Full-Time,"$90,333.00 "
58090,OUS - Portland State University,DRS UT Hourly AFT,Faculty,Part-Time,"$2,512.00 "
58090,OUS - Portland State University,PHE UT Salary Pool < .50,Faculty,Part-Time,"$2,499.00 "
58090,OUS - Portland State University,Buyer 2,Classified Staff,Full-Time,"$44,719.00 "
58090,OUS - Portland State University,"ATH UU Asst Coach, Football",Other professionals,Full-Time,"$59,796.00 "
58090,OUS - Portland State University,SBA UT Salary Pool < .50,Faculty,Part-Time,"$10,684.00 "
58090,OUS - Portland State University,RRI UX Research Associate,Faculty,Full-Time,"$62,112.00 "
58090,OUS - Portland State University,Library Technician 2,Classified Staff,Full-Time,"$35,463.00 "
58090,OUS - Portland State University,ATH UU Assc Dir StdtAthWelfare,Other professionals,Full-Time,"$56,760.00 "
58090,OUS - Portland State University,EDU UT CI Cohort Pool,Faculty,Part-Time,"$3,383.00 "
58090,OUS - Portland State University,Executive Support Specialist 1,Classified Staff,Full-Time,"$31,158.00 "
58090,OUS - Portland State University,SBA UT Salary Pool < .50,Faculty,Part-Time,"$3,332.00 "
58090,OUS - Portland State University,Accountant 1,Classified Staff,Full-Time,"$42,702.00 "
58090,OUS - Portland State University,UGE UT Salary Pool < .50,Faculty,Part-Time,"$4,036.00 "
58090,OUS - Portland State University,CCF UP Research Associate,Faculty,Full-Time,"$54,120.00 "
58090,OUS - Portland State University,IAF UX Asc Dir Waseda Oregon,Other professionals,Full-Time,"$71,244.00 "
58090,OUS - Portland State University,JST UP Asst Prof,Faculty,Full-Time,"$63,621.00 "
58090,OUS - Portland State University,UGE UT Salary Pool < .50,Faculty,Part-Time,"$3,668.00 "
58090,OUS - Portland State University,Office Specialist 2,Classified Staff,Full-Time,"$38,916.00 "
58090,OUS - Portland State University,SPH UP Asst Clinical Prof,Faculty,Full-Time,"$57,069.00 "
58090,OUS - Portland State University,Oper Systems-Network Analyst,Classified Staff,Full-Time,"$72,732.00 "
58090,OUS - Portland State University,SSW UT Salary Pool < .50,Faculty,Part-Time,"$2,616.00 "
58090,OUS - Portland State University,ESR UP Professor,Faculty,Full-Time,"$99,702.00 "
58090,OUS - Portland State University,CCF UP Instructor,Faculty,Full-Time,"$62,962.00 "
58090,OUS - Portland State University,ATH UU AscAthDir-Compl&Academ,Other professionals,Full-Time,"$53,976.00 "
58090,OUS - Portland State University,MTH UP Professor,Faculty,Full-Time,"$83,718.00 "
58090,OUS - Portland State University,CAP UP Psychologist,Other professionals,Full-Time,"$62,327.00 "
58090,OUS - Portland State University,PAD UP Assoc Prof,Faculty,Full-Time,"$68,679.00 "
58090,OUS - Portland State University,Skilled Craft/Non-Teaching,Classified Staff,Full-Time,"$41,599.00 "
58090,OUS - Portland State University,OMC UU Dir ofCreative Services,Other professionals,Full-Time,"$72,048.00 "
58090,OUS - Portland State University,HST UP Associate Professor,Faculty,Full-Time,"$66,492.00 "
58090,OUS - Portland State University,MUS UP Instructor,Faculty,Full-Time,"$48,195.00 "
58090,OUS - Portland State University,Info Technology Consultant,Classified Staff,Full-Time,"$63,420.00 "
58090,OUS - Portland State University,MUS UP Asst Prof ApldHorn,Faculty,Full-Time,"$27,459.00 "
58090,OUS - Portland State University,Custodian,Classified Staff,Full-Time,"$27,871.00 "
58090,OUS - Portland State University,UGE UT Salary Pool < .50,Faculty,Part-Time,"$14,994.00 "
58090,OUS - Portland State University,SSW UT Salary Pool < .50,Faculty,Part-Time,"$2,712.00 "
58090,OUS - Portland State University,Office Specialist 2,Classified Staff,Full-Time,"$31,158.00 "
58090,OUS - Portland State University,EDU UP Asc Prof,Faculty,Full-Time,"$81,738.00 "
58090,OUS - Portland State University,Office Specialist 1,Classified Staff,Full-Time,"$24,939.00 "
58090,OUS - Portland State University,DEV UU Donor Engagement Coord,Other professionals,Full-Time,"$37,752.00 "
58090,OUS - Portland State University,SSW UP Academic Advisor,Other professionals,Full-Time,"$42,885.00 "
58090,OUS - Portland State University,PHL UT Salary Pool < .50,Faculty,Part-Time,"$3,706.00 "
58090,OUS - Portland State University,MUS UP Professor,Faculty,Full-Time,"$84,915.00 "
58090,OUS - Portland State University,FAD UU ExDirCampusPlan&Dev,Executive/Admin and managerial,Full-Time,"$129,924.00 "
58090,OUS - Portland State University,EDU UX Manager of MISL,Other professionals,Full-Time,"$74,292.00 "
58090,OUS - Portland State University,SOC UT Salary Pool < .50,Faculty,Part-Time,"$7,264.00 "
58090,OUS - Portland State University,Office Specialist 2,Classified Staff,Full-Time,"$20,367.00 "
58090,OUS - Portland State University,PAD UP Professor,Faculty,Full-Time,"$100,872.00 "
58090,OUS - Portland State University,Library Technician 3,Classified Staff,Full-Time,"$46,986.00 "
58090,OUS - Portland State University,OSA UX Network Systems Analyst,Other professionals,Full-Time,"$75,204.00 "
58090,OUS - Portland State University,SBA UP Asst Prof,Faculty,Full-Time,"$128,034.00 "
58090,OUS - Portland State University,SSW UX MSW Program Director,Executive/Admin and managerial,Full-Time,"$87,444.00 "
58090,OUS - Portland State University,Skilled Craft/Non-Teaching,Classified Staff,Full-Time,"$41,599.00 "
58090,OUS - Portland State University,ESM UX Department Manager,Other professionals,Full-Time,"$48,852.00 "
58090,OUS - Portland State University,ESL UP Senior Instructor II,Faculty,Full-Time,"$47,421.00 "
58090,OUS - Portland State University,GGR UP Professor,Faculty,Full-Time,"$85,788.00 "
58090,OUS - Portland State University,ART UP Professor,Faculty,Full-Time,"$48,449.00 "
58090,OUS - Portland State University,SBA UX Exec Dir Grad Business,Executive/Admin and managerial,Full-Time,"$92,316.00 "
58090,OUS - Portland State University,UGE UP Instructor/Acad Advisor,Faculty,Full-Time,"$55,314.00 "
58090,OUS - Portland State University,FLL UP Instructor Korean,Faculty,Full-Time,"$40,005.00 "
58090,OUS - Portland State University,OIA UP Intl Stdt Life Advisor,Other professionals,Full-Time,"$44,712.00 "
58090,OUS - Portland State University,OIS UU FIS/HRIS Manager,Technical and paraprofessional,Full-Time,"$100,416.00 "
58090,OUS - Portland State University,Accountant 2,Classified Staff,Full-Time,"$46,986.00 "
58090,OUS - Portland State University,SSW UT Salary Pool < .50,Faculty,Part-Time,"$2,712.00 "
58090,OUS - Portland State University,EDU UT Salary Pool < .50,Faculty,Part-Time,"$6,273.00 "
58090,OUS - Portland State University,EDU UT SPED Cohort Pool,Faculty,Part-Time,$833.00 
58090,OUS - Portland State University,ENG UP Professor PR,Faculty,Full-Time,"$65,529.00 "
58090,OUS - Portland State University,SBA UT Salary Pool < .50,Faculty,Part-Time,"$6,664.00 "
58090,OUS - Portland State University,CHE UP Rsch Asst PostDoc,Faculty,Full-Time,"$48,816.00 "
58090,OUS - Portland State University,MTH UP Asst Prof,Faculty,Full-Time,"$66,582.00 "
58090,OUS - Portland State University,OAA UX Asst to Provost,Clerical and secretarial,Full-Time,"$56,856.00 "
58090,OUS - Portland State University,OCD UT Salary Pool <.50,Faculty,Part-Time,"$9,996.00 "
58090,OUS - Portland State University,HST UT Salary Pool < .50,Faculty,Part-Time,"$4,024.00 "
58090,OUS - Portland State University,Office Specialist 2,Classified Staff,Full-Time,"$29,972.00 "
58090,OUS - Portland State University,"ATH UU Asst Coach, WVolleyball",Other professionals,Full-Time,"$35,484.00 "
58090,OUS - Portland State University,BST UT Salary Pool < .50,Faculty,Part-Time,"$3,332.00 "
58090,OUS - Portland State University,ATH UU Mgr AnnualGiving&SpecEv,Other professionals,Full-Time,"$36,240.00 "
58090,OUS - Portland State University,ESL UT Salary Pool < .50,Faculty,Part-Time,"$3,332.00 "
58090,OUS - Portland State University,UGE UT Salary Pool < .50,Faculty,Part-Time,"$9,996.00 "
58090,OUS - Portland State University,LIB UX Mgr of Library Tech,Other professionals,Full-Time,"$81,168.00 "
58090,OUS - Portland State University,PSY UP Professor,Faculty,Full-Time,"$110,304.00 "
58090,OUS - Portland State University,UTC UP Fiscal Ops Coordinator,Other professionals,Full-Time,"$55,740.00 "
58090,OUS - Portland State University,ATH UU Head Trainer,Other professionals,Full-Time,"$64,656.00 "
58090,OUS - Portland State University,"SHS UX Dir, Stdt Health Serv",Executive/Admin and managerial,Full-Time,"$185,880.00 "
58090,OUS - Portland State University,BIO UP Asst Professor,Faculty,Full-Time,"$54,918.00 "
58090,OUS - Portland State University,CEN UP Asc Prof,Faculty,Full-Time,"$83,745.00 "
58090,OUS - Portland State University,Info Technology Consultant,Classified Staff,Full-Time,"$55,283.00 "
58090,OUS - Portland State University,Accountant 2,Classified Staff,Full-Time,"$51,541.00 "
58090,OUS - Portland State University,Office Specialist 2,Classified Staff,Full-Time,"$31,158.00 "
58090,OUS - Portland State University,SBA UP Asc Prof,Faculty,Full-Time,"$147,096.00 "
58090,OUS - Portland State University,SBA UT Salary Pool < .50,Faculty,Part-Time,"$3,332.00 "
58090,OUS - Portland State University,SBA UP Sr Instructor I,Faculty,Full-Time,"$65,025.00 "
58090,OUS - Portland State University,EEN UT Salary Pool < .50,Faculty,Part-Time,"$4,284.00 "
58090,OUS - Portland State University,ART UT Salary Pool < .50,Faculty,Part-Time,"$9,996.00 "
58090,OUS - Portland State University,BIO UP Prof,Faculty,Full-Time,"$74,050.00 "
58090,OUS - Portland State University,CMP UP Asc Prof,Faculty,Full-Time,"$98,892.00 "
58090,OUS - Portland State University,SBA UP Academic Adviser,Other professionals,Full-Time,"$33,858.00 "
58090,OUS - Portland State University,EEN UT 12 mo Salary Pool <.50,Faculty,Part-Time,"$40,682.00 "
58090,OUS - Portland State University,OSA UX Dean of Student Life,Executive/Admin and managerial,Full-Time,"$105,060.00 "
58090,OUS - Portland State University,Office Specialist 2,Classified Staff,Full-Time,"$33,945.00 "
58090,OUS - Portland State University,UGE UT Salary Pool < .50,Faculty,Part-Time,"$9,996.00 "
58090,OUS - Portland State University,UTC UX Research ProgramManager,Other professionals,Full-Time,"$86,532.00 "
58090,OUS - Portland State University,Administrative Program Assist,Classified Staff,Full-Time,"$42,708.00 "
58090,OUS - Portland State University,ATH UU Asst CsCnty/Trk&Fld Cch,Other professionals,Full-Time,"$29,880.00 "
58090,OUS - Portland State University,ACS UP Internship Advisor,Other professionals,Full-Time,"$38,372.00 "
58090,OUS - Portland State University,Early Childhood Asso Teacher,Classified Staff,Full-Time,"$33,945.00 "
58090,OUS - Portland State University,EDU UT Salary Pool < .50,Faculty,Part-Time,$245.00 
58090,OUS - Portland State University,FLL UP Instructor Spanish,Faculty,Full-Time,"$40,005.00 "
58090,OUS - Portland State University,Office Specialist 2,Classified Staff,Full-Time,"$32,551.00 "
58090,OUS - Portland State University,HRC UU Asc Vice President,Executive/Admin and managerial,Full-Time,"$156,156.00 "
58090,OUS - Portland State University,CSS UU Sergeant-Patrol Div,Service/Maintenance,Full-Time,"$58,572.00 "
58090,OUS - Portland State University,Info Technology Consultant,Classified Staff,Full-Time,"$19,382.00 "
58090,OUS - Portland State University,EDC UT Salary Pool Cohort Sup,Faculty,Part-Time,"$2,083.00 "
58090,OUS - Portland State University,Accounting Technician,Classified Staff,Full-Time,"$18,669.00 "
58090,OUS - Portland State University,ART UT Salary Pool < .50,Faculty,Part-Time,"$9,996.00 "
58090,OUS - Portland State University,GLG UP Prof,Faculty,Full-Time,"$64,071.00 "
58090,OUS - Portland State University,Administrative Program Assist,Classified Staff,Full-Time,"$38,916.00 "
58090,OUS - Portland State University,BIO UP Rsch Asst PostDoc,Faculty,Full-Time,"$42,104.00 "
58090,OUS - Portland State University,MUS UT Salary Pool < .50,Faculty,Part-Time,"$3,055.00 "
58090,OUS - Portland State University,PSY UP Assoc Prof,Faculty,Full-Time,"$111,492.00 "
58090,OUS - Portland State University,LIB UX Resouce Sharing Sprvsr,Other professionals,Full-Time,"$42,780.00 "
58090,OUS - Portland State University,CWP UP Instructor/TrainingCoor,Faculty,Full-Time,"$72,961.00 "
58090,OUS - Portland State University,SSW UT Salary Pool < .50,Faculty,Part-Time,"$2,712.00 "
58090,OUS - Portland State University,ART UT Salary Pool < .50,Faculty,Part-Time,"$3,332.00 "
58090,OUS - Portland State University,Accounting Technician,Classified Staff,Full-Time,"$31,158.00 "
58090,OUS - Portland State University,MEN UP Rsch Asst,Faculty,Full-Time,"$39,682.00 "
58090,OUS - Portland State University,UGE UT Salary Pool < .50,Faculty,Part-Time,"$4,998.00 "
58090,OUS - Portland State University,SBA UT Salary Pool < .50,Faculty,Part-Time,"$3,332.00 "
58090,OUS - Portland State University,CEN UP Asc Prof,Faculty,Full-Time,"$57,397.00 "
58090,OUS - Portland State University,Cook 2,Classified Staff,Full-Time,"$32,551.00 "
58090,OUS - Portland State University,ATH UU Wmn's Head Soccer Coach,Other professionals,Full-Time,"$50,952.00 "
58090,OUS - Portland State University,POL UP Program&Com Asst,Other professionals,Full-Time,"$40,008.00 "
58090,OUS - Portland State University,PSR UU Sustainability Coord,Other professionals,Full-Time,"$59,976.00 "
58090,OUS - Portland State University,Electrician,Classified Staff,Full-Time,"$61,572.00 "
58090,OUS - Portland State University,LAS UP Academic Advisor,Other professionals,Full-Time,"$45,144.00 "
58090,OUS - Portland State University,ESL UP Intl Student Advisor,Other professionals,Full-Time,"$59,652.00 "
58090,OUS - Portland State University,CCF UP LAMM Prog Coordinator,Other professionals,Full-Time,"$24,451.00 "
58090,OUS - Portland State University,Office Specialist 2,Classified Staff,Full-Time,"$33,945.00 "
58090,OUS - Portland State University,ATH UU HeadTrck&Fld CrsCtryCch,Other professionals,Full-Time,"$49,716.00 "
58090,OUS - Portland State University,COM UP Assoc Prof,Faculty,Full-Time,"$86,112.00 "
58090,OUS - Portland State University,Training Specialist,Classified Staff,Full-Time,"$68,597.00 "
58090,OUS - Portland State University,FLL UP Professor,Faculty,Full-Time,"$85,158.00 "
58090,OUS - Portland State University,OIT UU Asc Dir CIS,Other professionals,Full-Time,"$86,016.00 "
58090,OUS - Portland State University,UGE UT Salary Pool < .50,Faculty,Full-Time,"$29,988.00 "
58090,OUS - Portland State University,Library Technician 3,Classified Staff,Full-Time,"$46,980.00 "
58090,OUS - Portland State University,Revenue Agent 1,Classified Staff,Full-Time,"$27,846.00 "
58090,OUS - Portland State University,CHE UT Salary Pool < .50,Faculty,Part-Time,"$5,564.00 "
58090,OUS - Portland State University,SBA UT Salary Pool < .50,Faculty,Part-Time,"$6,664.00 "
58090,OUS - Portland State University,AUX UU Retail Manager,Other professionals,Full-Time,"$55,332.00 "
58090,OUS - Portland State University,INR UP Rsch Asst,Faculty,Full-Time,"$34,171.00 "
58090,OUS - Portland State University,FLL UT Salary Pool < .50,Faculty,Part-Time,"$1,666.00 "
58090,OUS - Portland State University,SRL UP Rsch Asc,Faculty,Full-Time,"$45,821.00 "
58090,OUS - Portland State University,ART UP Instructor,Faculty,Full-Time,"$40,005.00 "
58090,OUS - Portland State University,OIS UX BI Team Manager,Technical and paraprofessional,Full-Time,"$86,532.00 "
58090,OUS - Portland State University,"OCD UP Train&Edu Spec, OCCD",Other professionals,Full-Time,"$41,496.00 "
58090,OUS - Portland State University,Accountant 1,Classified Staff,Full-Time,"$44,719.00 "
58090,OUS - Portland State University,DRS UT Hourly AFT,Faculty,Part-Time,"$1,600.00 "
58090,OUS - Portland State University,ART UT Salary Pool < .50,Faculty,Part-Time,"$6,664.00 "
58090,OUS - Portland State University,EDU UT Salary Pool <.50,Faculty,Part-Time,"$2,499.00 "
58090,OUS - Portland State University,CWP UX Asst Training Manager,Other professionals,Full-Time,"$75,612.00 "
58090,OUS - Portland State University,DIV UU Chief Diversity Officer,Executive/Admin and managerial,Full-Time,"$193,500.00 "
58090,OUS - Portland State University,ART UP Asc Prof,Faculty,Full-Time,"$70,956.00 "
58090,OUS - Portland State University,Office Specialist 1,Classified Staff,Full-Time,"$19,391.00 "
58090,OUS - Portland State University,EDU UT Salary Pool <.50,Faculty,Part-Time,"$1,250.00 "
58090,OUS - Portland State University,DEV UU Dir of Donor Relations,Other professionals,Full-Time,"$51,660.00 "
58090,OUS - Portland State University,RSP UX ExecAsst to VP,Clerical and secretarial,Full-Time,"$59,088.00 "
58090,OUS - Portland State University,SBA UP Sr Instructor I,Faculty,Full-Time,"$68,229.00 "
58090,OUS - Portland State University,SSW UP Instructor/Site Coord,Faculty,Full-Time,"$63,750.00 "
58090,OUS - Portland State University,Administrative Program Assist,Classified Staff,Full-Time,"$31,158.00 "
58090,OUS - Portland State University,SDO UX Senior Accountant,Executive/Admin and managerial,Full-Time,"$54,216.00 "
58090,OUS - Portland State University,Office Specialist 1,Classified Staff,Full-Time,"$13,406.00 "
58090,OUS - Portland State University,Campus Sec/Public Sfty Officer,Classified Staff,Full-Time,"$42,702.00 "
58090,OUS - Portland State University,OAI UX Dir TchgLrngAssmt,Other professionals,Full-Time,"$83,628.00 "
58090,OUS - Portland State University,BAO UU AstDir Contract&Procure,Other professionals,Full-Time,"$71,016.00 "
58090,OUS - Portland State University,"EAS UX Dean, Engr & Appld Sci",Executive/Admin and managerial,Full-Time,"$234,912.00 "
58090,OUS - Portland State University,MEN UP Asst Prof,Faculty,Full-Time,"$85,005.00 "
58090,OUS - Portland State University,Trades/Maintenance Worker 2,Classified Staff,Full-Time,"$35,463.00 "
58090,OUS - Portland State University,FLL UP Assc Professor,Faculty,Full-Time,"$66,645.00 "
58090,OUS - Portland State University,"EEP UX Prgm Dir, SSS/EOP",Other professionals,Full-Time,"$65,412.00 "
58090,OUS - Portland State University,Psychometrician,Classified Staff,Full-Time,"$31,158.00 "
58090,OUS - Portland State University,OSA UP SALP Advisor,Other professionals,Full-Time,"$45,144.00 "
58090,OUS - Portland State University,SBA UP Academic Advisor,Other professionals,Full-Time,"$40,008.00 "
58090,OUS - Portland State University,DRS UT Hourly AFT,Faculty,Part-Time,"$22,842.00 "
58090,OUS - Portland State University,MUS UT Salary Pool < .50,Faculty,Part-Time,"$4,721.00 "
58090,OUS - Portland State University,ESL UP Sr Instructor II,Faculty,Full-Time,"$44,046.00 "
58090,OUS - Portland State University,CAP UP Psych Coord Div Actvs,Other professionals,Full-Time,"$68,004.00 "
58090,OUS - Portland State University,PSY UP Professor,Faculty,Full-Time,"$126,423.00 "
58090,OUS - Portland State University,LAS UP Academic Advisor,Other professionals,Full-Time,"$45,144.00 "
58090,OUS - Portland State University,SBA UP Asst Professor,Faculty,Full-Time,"$105,696.00 "
58090,OUS - Portland State University,Campus Dispatcher,Classified Staff,Full-Time,"$29,972.00 "
58090,OUS - Portland State University,POL UT Salary Pool < .50,Faculty,Part-Time,"$4,480.00 "
58090,OUS - Portland State University,FLL UP Associate Professor,Faculty,Full-Time,"$66,024.00 "
58090,OUS - Portland State University,SBA UT Salary Pool < .50,Faculty,Part-Time,"$3,332.00 "
58090,OUS - Portland State University,MTH UP Prof,Faculty,Full-Time,"$99,801.00 "
58090,OUS - Portland State University,HRC UU Compensation Manager,Other professionals,Full-Time,"$60,744.00 "
58090,OUS - Portland State University,DRS UT Hourly AFT,Faculty,Part-Time,"$14,034.00 "
58090,OUS - Portland State University,UGE UP Assistant Professor,Faculty,Full-Time,"$55,314.00 "
58090,OUS - Portland State University,MUS UT Salary Pool < .50,Faculty,Part-Time,$555.00 
58090,OUS - Portland State University,LIN UP Instructor,Faculty,Full-Time,"$40,005.00 "
58090,OUS - Portland State University,Analyst Programmer,Classified Staff,Full-Time,"$73,980.00 "
58090,OUS - Portland State University,Info Technology Consultant,Classified Staff,Full-Time,"$58,040.00 "
58090,OUS - Portland State University,SBA UT Salary Pool < .50,Faculty,Part-Time,"$3,332.00 "
58090,OUS - Portland State University,Office Specialist 2,Classified Staff,Full-Time,"$38,916.00 "
58090,OUS - Portland State University,DEV UU Director of Development,Other professionals,Full-Time,"$61,008.00 "
58090,OUS - Portland State University,SOG UP Grants Administrator,Other professionals,Full-Time,"$52,236.00 "
58090,OUS - Portland State University,GLG UT Salary Pool < .50,Faculty,Part-Time,"$5,487.00 "
58090,OUS - Portland State University,GGR UT Salary Pool < .50,Faculty,Part-Time,"$3,868.00 "
58090,OUS - Portland State University,CEN UP Professor,Faculty,Full-Time,"$65,718.00 "
58090,OUS - Portland State University,AUX UU Event Planning Manager,Other professionals,Full-Time,"$46,320.00 "
58090,OUS - Portland State University,ENG UP Professor,Faculty,Full-Time,"$98,640.00 "
58090,OUS - Portland State University,RES UU Asc Dir Hous & Res Life,Executive/Admin and managerial,Full-Time,"$56,004.00 "
58090,OUS - Portland State University,Oper Systems-Network Analyst,Classified Staff,Full-Time,"$79,788.00 "
58090,OUS - Portland State University,HST UP Professor,Faculty,Full-Time,"$87,336.00 "
58090,OUS - Portland State University,SHC UX Dir Health & Edu,Other professionals,Full-Time,"$68,508.00 "
58090,OUS - Portland State University,EDU UP Prof,Faculty,Full-Time,"$57,645.00 "
